Date,Category,Sales Revenue,Cost of Goods Sold (COGS),Quantity Sold,Profit,Market Share,Consumer Preference Index,Growth Rate (%),Marketing Spend,Customer Satisfaction,Competitor,Competitor Sales Revenue,Competitor Market Share,Location,Age Group,Seasonality,Sales Channel,Discount/Promotion,Return Rate (%)
2021-07-03,Home Goods,192900.37,97539.86,4362,95360.51,15.33,85,17.59,48097.99,4.8,Competitor A,525070.91,12.35,North America,51-65,Year-Round,In-Store,Yes,2.27
2018-03-02,Beauty,134487.52,66612.72,2925,67874.8,40.43,85,13.67,39612.68,4.1,Competitor C,547719.91,11.59,South America,26-35,Year-Round,Online,No,5.28
2018-01-23,Electronics,716313.26,426101.32,786,290211.94,12.86,89,13.34,46612.4,4.2,Competitor A,538522.9,18.61,North America,65+,Year-Round,In-Store,Yes,7.41
2022-02-24,Clothing,201076.61,101763.85,1418,99312.76,15.12,61,11.68,17105.68,4.2,Competitor C,712739.55,17.91,Europe,36-50,Seasonal,Online,Yes,2.65
2023-11-13,Electronics,606158.32,317871.55,4025,288286.77,18.11,80,10.59,82652.16,4.2,Competitor B,687290.12,26.3,South America,26-35,Seasonal,Online,No,8.71
2024-07-13,Sports & Outdoors,512603.13,229373.91,2009,283229.22,16.57,82,16.96,22009.6,4.0,Competitor A,772450.8,29.47,Asia,18-25,Seasonal,In-Store,Yes,8.71
2021-09-11,Beauty,458651.49,203311.46,3993,255340.03,14.16,64,17.75,87650.14,3.9,Competitor C,592175.65,14.46,North America,18-25,Year-Round,Both,Yes,9.87
2022-08-26,Sports & Outdoors,711626.28,378660.5,4974,332965.78,36.22,65,8.1,30125.13,3.7,Competitor A,767276.67,20.15,Africa,65+,Seasonal,Online,No,7.69
2019-04-10,Clothing,960255.23,553433.09,1736,406822.14,32.92,79,15.51,77176.35,4.4,Competitor A,568994.06,28.21,North America,51-65,Seasonal,Online,Yes,1.51
2018-03-19,Electronics,621482.44,357958.94,3182,263523.5,35.35,81,6.57,29751.5,5.0,Competitor A,609984.95,6.17,North America,36-50,Seasonal,In-Store,Yes,2.54
2022-07-14,Electronics,794903.54,458914.83,4474,335988.71,21.56,72,8.83,31941.72,3.7,Competitor C,589578.95,14.05,South America,26-35,Year-Round,In-Store,Yes,7.93
2022-10-18,Sports & Outdoors,196218.67,95827.23,3588,100391.44,22.48,92,11.62,23258.55,4.2,Competitor B,728474.37,17.92,North America,51-65,Year-Round,Both,Yes,6.22
2024-01-10,Beauty,801192.15,389018.64,1871,412173.51,17.33,88,6.64,87804.86,4.6,Competitor B,787130.6,23.2,North America,18-25,Year-Round,Online,Yes,6.3
2021-07-04,Beauty,708442.67,321492.34,4509,386950.33,34.79,95,16.98,37369.97,3.6,Competitor A,795068.17,25.29,South America,51-65,Year-Round,Online,No,6.48
2020-05-27,Sports & Outdoors,124550.0,67262.44,3491,57287.56,44.69,74,7.86,94054.35,3.6,Competitor C,720198.79,5.94,North America,51-65,Seasonal,Online,Yes,9.77
2017-09-28,Clothing,746838.71,322166.33,4711,424672.38,48.17,82,18.62,59180.61,3.5,Competitor B,541556.6,25.7,North America,26-35,Year-Round,Both,Yes,1.29
2024-11-09,Beauty,580327.35,279155.93,2618,301171.42,16.96,89,11.52,18032.21,4.6,Competitor C,528219.25,7.86,Asia,51-65,Seasonal,Online,Yes,7.23
2022-12-31,Electronics,154706.18,74767.54,3996,79938.64,29.13,84,12.22,53338.6,4.6,Competitor A,514365.24,25.22,Asia,65+,Year-Round,Both,Yes,6.11
2020-10-01,Clothing,314519.63,147581.14,1547,166938.49,19.51,75,14.18,22542.12,3.8,Competitor A,709889.91,10.61,North America,65+,Seasonal,Online,Yes,3.38
2018-12-01,Home Goods,498625.71,267185.58,3444,231440.13,43.05,68,13.46,88263.29,4.6,Competitor B,635039.92,16.04,North America,36-50,Seasonal,In-Store,Yes,2.23
2019-11-08,Home Goods,274261.79,109736.27,2418,164525.52,30.78,87,19.12,77531.79,3.8,Competitor A,504114.27,16.29,Asia,51-65,Year-Round,Online,Yes,7.59
2018-04-12,Sports & Outdoors,117218.51,52374.7,3244,64843.81,41.02,71,6.03,85464.97,4.4,Competitor B,598548.65,26.08,South America,65+,Year-Round,In-Store,Yes,2.05
2019-06-23,Electronics,872119.0,460122.6,1798,411996.4,43.6,78,7.52,25102.24,4.1,Competitor A,564735.9,11.63,Africa,26-35,Year-Round,Online,Yes,5.37
2019-11-26,Clothing,865692.56,495105.73,1233,370586.83,27.38,77,16.82,55028.35,4.0,Competitor C,779876.45,23.95,Europe,36-50,Year-Round,Online,Yes,5.73
2019-05-28,Sports & Outdoors,474603.62,266734.8,3380,207868.82,23.04,80,17.44,92958.84,3.9,Competitor C,579882.25,8.8,Asia,26-35,Year-Round,In-Store,No,3.77
2017-09-29,Home Goods,865771.94,368939.97,3892,496831.97,21.59,63,5.15,10304.66,3.9,Competitor A,741393.2,29.05,North America,18-25,Year-Round,Both,No,8.58
2018-02-17,Clothing,912891.17,523763.4,3709,389127.77,26.85,76,10.71,25215.77,4.5,Competitor B,795417.73,29.0,Asia,18-25,Seasonal,Online,Yes,3.41
2022-03-30,Electronics,792116.4,461431.53,4964,330684.87,43.12,63,17.92,36146.9,3.5,Competitor B,549454.38,16.24,Europe,26-35,Seasonal,In-Store,No,1.42
2018-06-02,Beauty,658119.06,264433.66,3610,393685.4,15.2,73,10.94,46128.51,3.9,Competitor C,730992.24,11.23,Europe,26-35,Seasonal,In-Store,No,4.2
2019-06-25,Beauty,266637.19,153399.57,2378,113237.62,25.32,64,7.53,66310.27,4.7,Competitor C,664366.51,14.22,North America,36-50,Year-Round,Both,No,3.91
2019-01-14,Electronics,295635.17,156721.22,4750,138913.95,32.87,87,6.74,19602.77,4.2,Competitor B,697475.76,8.99,South America,18-25,Seasonal,In-Store,No,3.55
2017-05-26,Home Goods,925222.7,427812.45,2572,497410.25,25.66,85,15.36,86695.96,4.2,Competitor B,725056.66,20.72,North America,26-35,Seasonal,Both,Yes,8.92
2020-06-25,Home Goods,747662.07,395928.52,4054,351733.55,29.04,71,14.16,12466.68,3.5,Competitor B,715919.84,29.28,North America,65+,Year-Round,Online,No,2.94
2024-06-17,Beauty,325451.42,177646.31,3001,147805.11,20.33,88,8.47,53544.23,4.2,Competitor B,558504.23,22.1,Asia,26-35,Year-Round,Online,Yes,2.63
2023-10-09,Electronics,798193.74,358857.95,3559,439335.79,10.05,72,10.19,37689.38,4.0,Competitor B,659304.11,27.64,Asia,18-25,Year-Round,In-Store,No,4.87
2019-01-14,Electronics,265941.81,152723.46,2932,113218.35,41.46,89,7.16,63286.83,4.5,Competitor A,558400.84,18.97,South America,18-25,Seasonal,In-Store,Yes,6.18
2019-07-12,Clothing,443307.73,265469.79,3055,177837.94,13.7,89,7.93,45845.78,4.0,Competitor A,716117.11,12.78,Asia,51-65,Seasonal,Online,Yes,1.2
2023-01-21,Clothing,535385.57,296527.2,1876,238858.37,15.45,77,17.39,99738.68,4.9,Competitor A,553870.27,17.7,Europe,65+,Year-Round,Online,Yes,9.89
2021-12-01,Beauty,476157.74,270527.25,3261,205630.49,39.0,65,8.31,71644.43,4.4,Competitor B,765334.06,6.27,North America,51-65,Year-Round,Both,Yes,2.07
2024-08-28,Home Goods,203832.42,103421.81,1635,100410.61,29.85,83,12.02,92280.82,3.9,Competitor A,598542.38,9.84,Africa,36-50,Year-Round,Online,Yes,6.35
2023-01-07,Sports & Outdoors,482320.32,287288.89,2690,195031.43,38.65,83,16.06,18446.37,4.0,Competitor C,634686.49,16.44,Europe,26-35,Year-Round,Online,No,8.46
2021-04-04,Clothing,397173.59,207304.94,3405,189868.65,47.95,75,10.87,49546.75,5.0,Competitor A,602610.22,27.46,Asia,36-50,Seasonal,In-Store,No,8.73
2020-03-08,Beauty,947051.21,438884.06,2168,508167.15,25.56,86,5.76,96321.48,3.7,Competitor C,748762.42,27.45,North America,26-35,Year-Round,Both,No,1.74
2019-01-27,Home Goods,407532.88,206985.86,4210,200547.02,19.1,75,19.04,66181.16,4.7,Competitor C,711207.11,13.42,Europe,18-25,Year-Round,Both,No,6.67
2023-09-11,Clothing,641756.33,340603.05,1917,301153.28,35.0,69,11.23,45098.87,4.1,Competitor A,510500.87,25.98,North America,26-35,Seasonal,Online,No,7.24
2017-10-22,Beauty,210706.76,103766.58,3485,106940.18,37.52,67,11.35,97999.35,3.7,Competitor A,557909.46,15.66,Asia,65+,Seasonal,Online,No,7.03
2024-01-14,Sports & Outdoors,168494.97,73162.25,717,95332.72,37.84,81,18.42,55805.96,3.8,Competitor A,665424.9,15.5,Asia,18-25,Seasonal,Online,Yes,7.77
2019-05-01,Sports & Outdoors,707661.49,299733.07,796,407928.42,40.57,85,11.65,50869.99,4.5,Competitor A,620040.54,19.97,Africa,26-35,Year-Round,In-Store,Yes,4.31
2018-09-19,Home Goods,617063.67,327516.65,4771,289547.02,15.48,62,16.55,12286.65,3.5,Competitor C,609261.58,25.62,South America,26-35,Year-Round,Online,Yes,2.14
2023-12-27,Beauty,938584.3,472822.78,1053,465761.52,34.3,72,16.85,47465.35,4.1,Competitor C,549197.78,21.72,North America,36-50,Year-Round,Both,No,9.08
2023-08-19,Home Goods,494681.76,213047.78,1777,281633.98,42.4,80,6.33,97416.39,3.5,Competitor B,775854.67,5.84,South America,26-35,Seasonal,Online,Yes,2.59
2018-12-20,Beauty,381522.97,187959.64,1724,193563.33,20.64,61,15.23,59068.05,4.5,Competitor B,744726.77,6.19,Africa,65+,Year-Round,Online,Yes,4.03
2024-05-31,Clothing,606430.89,306614.55,3293,299816.34,16.47,77,17.61,37502.57,4.9,Competitor C,592094.85,14.77,Africa,65+,Year-Round,Online,No,7.81
2017-11-04,Home Goods,541581.41,278864.25,4344,262717.16,46.47,66,6.26,37337.62,4.8,Competitor B,561552.1,12.3,Africa,36-50,Year-Round,Online,Yes,7.26
2019-03-29,Clothing,679757.68,379921.31,2511,299836.37,28.19,61,8.94,62130.11,3.8,Competitor A,585122.8,17.37,South America,36-50,Seasonal,Both,No,8.48
2021-10-23,Clothing,517814.38,244057.69,4412,273756.69,10.14,94,14.72,70619.3,3.6,Competitor B,522223.72,5.48,North America,26-35,Year-Round,Online,No,9.63
2020-07-21,Home Goods,465326.87,188823.02,3332,276503.85,37.84,70,16.5,77269.02,4.7,Competitor B,513659.48,18.78,Europe,51-65,Seasonal,Both,No,7.31
2023-10-16,Beauty,743475.41,404194.63,2172,339280.78,46.38,62,5.97,21687.34,4.6,Competitor A,513692.84,15.23,North America,18-25,Seasonal,In-Store,Yes,5.33
2023-07-21,Sports & Outdoors,707337.9,361759.9,1692,345578.0,46.85,84,7.31,27442.36,4.0,Competitor A,787270.6,18.22,South America,18-25,Year-Round,Both,Yes,4.67
2023-11-19,Home Goods,277819.64,136226.06,1390,141593.58,26.89,77,8.31,22719.48,3.5,Competitor B,568915.92,14.48,South America,36-50,Seasonal,Online,No,4.21
2023-04-10,Home Goods,176039.44,73380.97,2085,102658.47,34.77,64,17.62,27809.02,4.1,Competitor B,544642.28,9.01,Europe,26-35,Year-Round,Both,Yes,6.65
2024-11-14,Sports & Outdoors,987714.15,407751.75,1819,579962.4,38.22,94,16.56,62233.46,4.3,Competitor B,784905.22,24.82,North America,26-35,Seasonal,Online,Yes,9.44
2020-07-11,Sports & Outdoors,345097.94,176356.1,2493,168741.84,48.32,78,11.26,42648.14,4.7,Competitor C,692890.43,20.76,Europe,65+,Seasonal,Online,Yes,5.77
2023-04-30,Clothing,519204.3,290271.83,1323,228932.47,21.83,80,7.94,74723.97,4.7,Competitor B,712431.99,15.47,South America,36-50,Year-Round,Both,Yes,2.68
2022-07-07,Home Goods,456256.83,256584.0,4293,199672.83,37.65,81,6.75,93684.79,3.5,Competitor C,518262.07,11.96,Africa,65+,Seasonal,Online,No,3.33
2021-03-09,Beauty,261690.49,111472.29,1077,150218.2,46.72,70,18.98,89798.71,3.8,Competitor B,626338.73,16.1,North America,26-35,Year-Round,In-Store,Yes,3.75
2023-09-16,Sports & Outdoors,865871.23,447840.55,560,418030.68,26.17,73,8.01,71932.37,4.7,Competitor C,642554.55,20.76,South America,65+,Year-Round,In-Store,No,8.09
2021-01-30,Electronics,568749.38,289596.9,3486,279152.48,37.03,70,17.18,98702.52,4.9,Competitor C,727513.37,21.35,Africa,51-65,Seasonal,Both,No,8.02
2022-02-26,Sports & Outdoors,937237.71,377853.55,4210,559384.16,11.75,64,10.05,95899.95,4.7,Competitor B,712547.33,29.67,South America,26-35,Seasonal,Both,Yes,6.74
2024-05-31,Clothing,924569.85,417434.28,1949,507135.57,48.17,82,11.66,43595.01,4.8,Competitor B,595963.77,19.31,South America,36-50,Year-Round,In-Store,No,3.76
2022-04-09,Home Goods,736812.02,343286.87,2870,393525.15,21.59,93,16.65,85383.85,4.4,Competitor B,501839.84,20.39,Europe,26-35,Year-Round,In-Store,No,8.46
2019-04-25,Electronics,188665.1,77093.15,1865,111571.95,40.92,91,18.14,70301.95,4.7,Competitor B,779013.02,24.97,South America,51-65,Year-Round,Online,Yes,9.96
2021-07-30,Electronics,843985.69,474554.69,1990,369431.0,36.05,79,7.47,98629.79,4.5,Competitor B,523641.22,8.77,Asia,18-25,Year-Round,Both,Yes,3.28
2021-03-26,Beauty,836826.12,474653.93,3746,362172.19,44.65,62,11.82,27779.58,4.8,Competitor C,598795.56,22.77,North America,65+,Seasonal,Both,No,8.52
2021-06-19,Electronics,414701.72,246906.57,3446,167795.15,35.88,90,7.65,13605.83,4.7,Competitor C,780922.72,28.38,South America,26-35,Year-Round,In-Store,No,1.32
2024-02-13,Sports & Outdoors,611621.92,302003.32,1010,309618.6,22.53,65,8.51,57198.03,4.2,Competitor C,779923.47,6.27,South America,65+,Year-Round,Both,No,3.42
2018-11-02,Beauty,494540.3,264046.92,2987,230493.38,20.27,75,10.79,93982.89,4.1,Competitor A,657078.42,20.9,South America,18-25,Year-Round,Both,Yes,2.87
2022-07-08,Sports & Outdoors,849357.75,457503.64,1710,391854.11,37.77,88,7.9,46415.17,3.7,Competitor A,795599.72,17.13,Asia,51-65,Year-Round,In-Store,No,2.8
2020-09-10,Sports & Outdoors,975067.13,569429.73,1501,405637.4,14.26,63,12.22,27047.03,4.9,Competitor A,592649.79,25.47,South America,36-50,Year-Round,Both,No,4.87
2023-03-01,Clothing,309919.99,135567.99,2223,174352.0,10.2,76,16.84,89697.19,4.2,Competitor A,742528.64,13.45,Europe,36-50,Seasonal,Both,No,4.49
2023-08-27,Sports & Outdoors,979267.01,488963.71,1134,490303.3,40.2,95,6.67,66035.33,4.0,Competitor C,547103.94,7.69,Africa,18-25,Seasonal,Online,Yes,7.05
2023-01-31,Home Goods,792525.92,452002.15,2592,340523.77,16.01,74,6.21,48950.12,4.7,Competitor A,579350.84,10.38,North America,18-25,Seasonal,In-Store,No,9.99
2017-08-20,Electronics,638749.6,312542.94,4963,326206.66,29.97,81,19.85,54535.76,4.3,Competitor A,566085.25,14.21,Africa,36-50,Seasonal,In-Store,No,3.74
2017-08-23,Electronics,968703.87,406456.1,4882,562247.77,11.97,74,18.58,69323.4,4.6,Competitor A,513178.59,11.74,South America,51-65,Seasonal,Both,Yes,2.49
2023-01-18,Beauty,890631.62,405214.35,1242,485417.27,17.09,69,12.43,86977.05,4.3,Competitor C,542453.79,20.86,North America,26-35,Year-Round,In-Store,Yes,6.33
2020-07-06,Beauty,910896.67,539459.31,4318,371437.36,20.5,78,11.86,42964.65,4.6,Competitor A,618407.36,17.48,Asia,26-35,Year-Round,Both,No,6.39
2017-12-13,Home Goods,338452.51,179089.67,3107,159362.84,47.75,67,18.86,50725.88,4.1,Competitor A,617846.53,26.69,Europe,26-35,Seasonal,In-Store,Yes,4.18
2022-07-25,Sports & Outdoors,993822.53,442465.95,1333,551356.58,26.35,72,13.02,15436.12,4.6,Competitor C,604796.76,14.84,Africa,36-50,Year-Round,Both,No,7.88
2020-08-26,Beauty,954251.33,501273.88,1020,452977.45,43.01,60,15.21,32541.62,4.6,Competitor B,691578.63,10.79,Europe,18-25,Seasonal,Both,Yes,7.01
2024-03-04,Clothing,745196.99,418755.5,1642,326441.49,28.47,64,5.98,82760.63,4.2,Competitor C,571314.62,9.54,South America,65+,Seasonal,In-Store,No,9.33
2022-03-08,Electronics,436724.17,204461.06,4022,232263.11,33.22,95,16.59,23521.05,4.6,Competitor B,539047.79,27.73,South America,36-50,Seasonal,Both,Yes,2.97
2021-11-30,Sports & Outdoors,334844.39,140643.28,656,194201.11,49.56,66,5.1,14054.07,3.6,Competitor C,558590.63,17.4,Asia,36-50,Year-Round,Both,Yes,3.06
2023-01-11,Sports & Outdoors,329013.01,173175.16,3798,155837.85,30.52,71,18.22,88369.33,4.9,Competitor C,710652.25,7.79,South America,36-50,Year-Round,Both,No,7.8
2018-08-11,Home Goods,768946.04,384441.93,627,384504.11,49.42,88,16.06,16690.96,3.5,Competitor C,622411.49,26.65,Asia,51-65,Year-Round,In-Store,Yes,2.18
2024-05-14,Sports & Outdoors,814183.76,365952.17,1145,448231.59,44.97,95,14.73,43068.57,4.2,Competitor A,778549.19,12.51,North America,65+,Year-Round,Both,Yes,4.95
2022-06-14,Clothing,331444.52,185039.23,3913,146405.29,33.37,75,10.93,63918.15,4.4,Competitor A,613097.4,11.56,Africa,65+,Seasonal,Online,No,6.29
2023-08-16,Clothing,673197.58,314243.78,3278,358953.8,45.05,90,10.44,97841.27,3.6,Competitor B,513849.88,11.39,North America,65+,Year-Round,Both,Yes,9.26
2021-10-14,Electronics,221905.85,116869.03,1037,105036.82,27.46,84,18.49,55083.53,4.6,Competitor B,673564.49,27.77,Europe,36-50,Seasonal,Both,No,4.07
2021-04-30,Electronics,488184.76,244260.9,1693,243923.86,12.65,63,15.99,10963.9,3.5,Competitor A,699912.91,13.85,Asia,51-65,Year-Round,Both,No,8.59
2022-08-21,Home Goods,442503.9,180720.88,1948,261783.02,18.45,88,14.42,43143.56,3.8,Competitor A,502064.45,6.32,North America,18-25,Seasonal,Both,Yes,3.43
2020-08-27,Beauty,621372.7,320800.89,3335,300571.81,17.38,82,5.53,96332.14,3.8,Competitor C,621200.45,19.2,Africa,51-65,Year-Round,Online,Yes,5.13
2024-08-22,Electronics,330071.75,188045.2,4940,142026.55,34.37,82,10.59,26742.23,4.3,Competitor C,640227.8,13.08,North America,36-50,Year-Round,Online,Yes,4.03
2024-06-03,Electronics,103446.47,42375.3,2701,61071.17,30.84,95,5.55,55018.83,3.9,Competitor B,587406.39,15.69,North America,18-25,Year-Round,Both,No,5.55
2024-11-12,Sports & Outdoors,566584.86,307180.36,2490,259404.5,12.95,67,19.95,76116.44,4.5,Competitor A,550703.91,23.86,South America,26-35,Year-Round,In-Store,No,6.25
2019-07-05,Home Goods,511122.14,259606.73,1925,251515.41,12.75,76,16.33,54598.16,4.2,Competitor A,721969.02,25.01,Africa,26-35,Year-Round,Both,No,4.58
2019-09-27,Electronics,691312.2,331023.21,4917,360288.99,12.9,84,16.9,14494.34,3.9,Competitor B,796500.16,9.1,Asia,26-35,Seasonal,Online,Yes,5.8
2017-08-06,Clothing,453088.71,204964.93,3885,248123.78,20.71,67,13.34,78694.68,4.3,Competitor A,749620.16,11.14,Africa,36-50,Year-Round,Online,No,2.28
2022-11-04,Sports & Outdoors,565565.73,298104.4,3727,267461.33,28.31,76,6.71,74489.88,4.9,Competitor B,525458.34,26.99,South America,65+,Year-Round,Online,No,2.15
2021-09-18,Electronics,129204.28,64800.98,1491,64403.3,26.75,82,17.14,47651.89,3.5,Competitor B,550670.89,5.55,Asia,18-25,Seasonal,In-Store,No,9.8
2019-10-02,Beauty,717341.39,300885.96,2399,416455.43,23.02,89,15.86,73965.1,4.7,Competitor A,542889.72,6.09,North America,26-35,Year-Round,Online,Yes,3.37
2017-06-17,Home Goods,301462.95,169699.26,3509,131763.69,40.08,60,19.03,74038.42,4.7,Competitor C,514283.16,21.54,Europe,36-50,Year-Round,In-Store,No,1.78
2017-12-06,Home Goods,372264.74,210848.62,4346,161416.12,42.38,67,15.05,43774.52,4.8,Competitor A,758083.61,9.88,Africa,18-25,Seasonal,In-Store,No,1.1
2020-02-03,Clothing,970454.68,400618.31,3124,569836.37,26.51,95,19.14,16694.77,4.7,Competitor C,526816.51,19.5,Asia,26-35,Year-Round,In-Store,No,4.88
2023-02-21,Sports & Outdoors,492443.47,229337.74,4643,263105.73,37.6,85,11.62,37463.53,3.7,Competitor B,788518.98,9.39,Africa,18-25,Seasonal,In-Store,No,4.84
2022-05-31,Sports & Outdoors,915094.34,530590.26,1111,384504.08,32.26,76,14.55,88731.6,4.6,Competitor B,510659.11,16.08,North America,65+,Year-Round,Both,Yes,9.23
2021-03-03,Home Goods,126816.34,65200.54,2689,61615.8,14.92,62,15.17,17195.34,4.6,Competitor B,703116.29,16.25,South America,18-25,Year-Round,Online,No,2.11
2024-11-30,Beauty,649998.06,266185.93,3690,383812.13,15.6,62,14.99,85769.11,4.5,Competitor C,509893.02,9.62,Europe,51-65,Year-Round,In-Store,Yes,6.16
2022-05-13,Sports & Outdoors,229612.43,98753.18,1446,130859.25,34.52,72,14.19,38106.25,5.0,Competitor C,535317.03,5.7,Europe,36-50,Seasonal,Both,Yes,7.24
2018-01-06,Home Goods,521355.7,270536.55,4145,250819.15,12.87,60,5.26,19795.87,4.6,Competitor C,619957.42,7.59,North America,36-50,Seasonal,Online,No,6.96
2018-07-31,Electronics,434351.24,190608.67,3427,243742.57,30.8,73,5.66,75701.23,4.4,Competitor A,657432.2,16.77,South America,26-35,Seasonal,Online,Yes,1.99
2017-11-18,Home Goods,529001.68,308421.72,3104,220579.96,38.38,69,18.9,79167.48,4.3,Competitor C,731138.53,25.49,Europe,51-65,Year-Round,Both,Yes,7.76
2017-11-07,Electronics,547494.65,306628.76,904,240865.89,10.03,63,12.04,86451.12,3.8,Competitor C,611647.68,28.69,Africa,65+,Seasonal,Both,No,7.9
2019-09-23,Home Goods,202212.0,108310.09,1281,93901.91,43.77,66,15.44,75734.17,3.9,Competitor A,786401.98,23.77,Asia,36-50,Year-Round,Both,No,7.68
2018-09-04,Sports & Outdoors,439386.5,206774.26,1234,232612.24,46.65,77,9.58,10793.95,3.6,Competitor C,772723.67,7.73,North America,26-35,Seasonal,Both,No,8.38
2019-04-23,Home Goods,967330.17,481526.25,3659,485803.92,17.11,75,7.77,63826.91,3.7,Competitor C,720554.44,13.68,Europe,18-25,Year-Round,In-Store,Yes,1.89
2020-07-03,Sports & Outdoors,184387.76,101669.53,1584,82718.23,42.51,85,9.77,52284.89,4.2,Competitor C,562388.12,15.64,North America,26-35,Year-Round,Online,Yes,4.86
2023-11-12,Clothing,864359.25,371113.94,4120,493245.31,40.81,81,17.93,85436.53,4.4,Competitor B,583644.15,24.91,North America,51-65,Seasonal,Online,No,5.85
2020-11-26,Sports & Outdoors,756072.69,339858.58,3192,416214.11,47.87,69,13.65,37468.41,4.0,Competitor A,709082.84,20.35,North America,26-35,Year-Round,Online,No,7.27
2017-04-14,Home Goods,199413.85,91310.38,2632,108103.47,15.52,70,12.28,85791.83,4.6,Competitor B,576950.36,12.17,South America,36-50,Year-Round,Online,Yes,3.65
2020-12-01,Electronics,174838.89,97226.84,2672,77612.05,32.51,85,7.65,50893.83,3.8,Competitor C,686901.07,17.02,South America,18-25,Seasonal,Both,No,2.27
2017-08-20,Beauty,559586.93,327886.71,1559,231700.22,27.72,69,8.8,56152.62,5.0,Competitor C,640956.82,17.87,Africa,36-50,Seasonal,In-Store,No,2.45
2017-10-18,Electronics,938218.51,415729.09,2294,522489.42,33.31,63,16.85,80520.56,4.9,Competitor C,534136.25,8.34,South America,18-25,Year-Round,Both,No,7.0
2017-09-12,Clothing,651954.23,358568.28,1301,293385.95,29.27,67,15.33,11983.37,4.4,Competitor C,630497.11,8.82,Europe,36-50,Year-Round,Both,Yes,3.04
2020-07-21,Clothing,544571.83,228620.79,4241,315951.04,30.55,60,7.97,12119.01,3.8,Competitor C,521343.61,29.08,North America,65+,Seasonal,In-Store,No,9.01
2021-04-30,Beauty,419404.54,212702.94,1793,206701.6,30.38,74,6.57,54074.45,4.9,Competitor C,776894.04,17.88,North America,18-25,Seasonal,Both,No,6.06
2017-02-08,Clothing,784607.29,456070.6,789,328536.69,22.3,82,5.55,65585.07,3.8,Competitor A,621427.53,16.06,North America,65+,Year-Round,In-Store,No,1.94
2023-02-06,Electronics,500346.93,271804.03,1262,228542.9,20.58,91,19.14,46660.83,4.6,Competitor A,719872.93,27.03,North America,26-35,Year-Round,In-Store,Yes,2.33
2018-01-30,Home Goods,923834.21,448512.82,1821,475321.39,38.17,84,14.09,58078.56,3.6,Competitor C,573496.53,16.19,Africa,36-50,Seasonal,Both,No,9.2
2021-04-05,Sports & Outdoors,540244.33,219132.88,3974,321111.45,24.64,94,5.35,93926.77,4.4,Competitor C,553708.36,26.7,Asia,18-25,Seasonal,Online,No,5.95
2021-08-17,Clothing,934371.55,412614.4,4514,521757.15,22.36,91,16.47,23539.27,3.9,Competitor A,724595.32,24.81,North America,18-25,Year-Round,In-Store,No,3.21
2018-07-10,Clothing,162690.44,86100.3,3224,76590.14,23.81,69,14.95,71450.38,4.8,Competitor A,704784.96,17.96,Asia,65+,Seasonal,Online,Yes,6.32
2020-04-24,Beauty,686375.46,366079.11,3208,320296.35,33.3,92,10.06,79731.9,4.8,Competitor A,590419.97,6.15,Europe,65+,Year-Round,In-Store,No,6.37
2021-05-28,Electronics,375502.06,153967.56,634,221534.5,17.63,60,19.45,57698.0,4.8,Competitor B,731875.14,19.9,North America,26-35,Seasonal,In-Store,No,1.13
2018-10-25,Electronics,148685.2,74911.6,634,73773.6,32.9,71,17.13,70638.6,3.7,Competitor A,561109.73,29.11,Europe,36-50,Year-Round,In-Store,Yes,1.53
2017-12-24,Clothing,457909.19,241264.52,2273,216644.67,15.44,70,6.93,12918.67,3.5,Competitor C,719273.31,5.78,South America,36-50,Seasonal,Online,Yes,1.32
2024-07-21,Sports & Outdoors,687555.15,331284.91,4981,356270.24,18.03,63,9.09,67846.53,4.1,Competitor C,780424.17,8.96,Europe,65+,Seasonal,Online,No,8.84
2021-08-10,Sports & Outdoors,653709.92,308482.14,4469,345227.78,40.07,77,6.45,79911.49,3.9,Competitor C,735520.69,16.86,North America,65+,Seasonal,Online,No,2.78
2017-03-07,Beauty,608139.24,261816.68,2817,346322.56,32.05,62,13.18,80728.94,4.2,Competitor B,564941.37,28.23,South America,18-25,Seasonal,Online,No,2.09
2017-02-03,Sports & Outdoors,203784.8,99676.17,4257,104108.63,22.05,90,11.82,21411.4,4.0,Competitor C,680058.38,19.64,South America,51-65,Seasonal,In-Store,Yes,9.23
2018-01-13,Beauty,456740.79,187051.06,696,269689.73,23.76,60,7.09,73765.25,3.5,Competitor B,536277.81,29.99,Asia,18-25,Year-Round,Online,Yes,4.51
2023-11-23,Beauty,156417.06,83046.6,1903,73370.46,17.58,93,15.16,18882.17,3.5,Competitor A,673484.17,8.47,Africa,26-35,Seasonal,In-Store,Yes,7.38
2024-05-07,Home Goods,685403.88,296815.74,3809,388588.14,45.11,60,13.74,26585.5,3.8,Competitor C,620991.05,17.54,Africa,51-65,Year-Round,Online,No,4.61
2021-07-27,Clothing,193352.3,105539.36,2768,87812.94,35.61,92,13.6,11647.95,4.5,Competitor B,607971.4,18.0,Europe,18-25,Seasonal,Both,Yes,4.7
2020-12-12,Sports & Outdoors,443458.23,253957.15,1770,189501.08,44.77,94,19.05,48850.8,4.4,Competitor A,691221.93,25.4,South America,36-50,Year-Round,Both,No,5.1
2019-09-28,Beauty,843532.31,481050.74,2969,362481.57,35.39,67,8.16,19594.9,4.3,Competitor B,686670.17,24.97,South America,26-35,Seasonal,Online,No,6.78
